Time resolution is 1 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FIFO36E1.v" Line 462: Timing violation in scope /top_tb/u_top/u_memory/u_FIFO36E1/TChk462_8082 at time 1523399380 ps $recrem (negedge RST,posedge RDCLK,(0:0:0),(0:0:0),notifier_rdclk,rdclk_en_p,rdclk_en_p,RST_dly,RDCLK_dly)  $removal violation detected. Time: 1523399380 ps, Ref Event Time Stamp: 1523399380 ps, Data Event Time Stamp: 1523398313 ps, Limit: 2068 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[141].Firstff/TChk168_8160 at time 2002387377 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2002387377 ps, Data Event Time Stamp: 2001301377 ps, Ref Event Time Stamp: 2002387200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[141].Firstff/TChk168_8160 at time 2002387377 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2002387377 ps, Ref Event Time Stamp: 2002387200 ps, Data Event Time Stamp: 2002387377 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[142].Firstff/TChk168_8160 at time 2002387377 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2002387377 ps, Data Event Time Stamp: 2001301377 ps, Ref Event Time Stamp: 2002387200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[142].Firstff/TChk168_8160 at time 2002387377 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2002387377 ps, Ref Event Time Stamp: 2002387200 ps, Data Event Time Stamp: 2002387377 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[135].Firstff/TChk168_8160 at time 2002387378 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2002387378 ps, Data Event Time Stamp: 2001301378 ps, Ref Event Time Stamp: 2002387200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[135].Firstff/TChk168_8160 at time 2002387378 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2002387378 ps, Ref Event Time Stamp: 2002387200 ps, Data Event Time Stamp: 2002387378 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[92].Firstff/TChk170_8162 at time 2003457201 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003457201 ps, Ref Event Time Stamp: 2003457200 ps, Data Event Time Stamp: 2003457201 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[93].Firstff/TChk170_8162 at time 2003457201 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003457201 ps, Ref Event Time Stamp: 2003457200 ps, Data Event Time Stamp: 2003457201 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[94].Firstff/TChk170_8162 at time 2003457201 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003457201 ps, Ref Event Time Stamp: 2003457200 ps, Data Event Time Stamp: 2003457201 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[87].Firstff/TChk170_8162 at time 2003457202 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003457202 ps, Ref Event Time Stamp: 2003457200 ps, Data Event Time Stamp: 2003457202 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[96].Firstff/TChk170_8162 at time 2003457299 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2003457299 ps, Data Event Time Stamp: 2002371299 ps, Ref Event Time Stamp: 2003457200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[96].Firstff/TChk170_8162 at time 2003457299 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003457299 ps, Ref Event Time Stamp: 2003457200 ps, Data Event Time Stamp: 2003457299 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[97].Firstff/TChk170_8162 at time 2003457299 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2003457299 ps, Data Event Time Stamp: 2002371299 ps, Ref Event Time Stamp: 2003457200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[97].Firstff/TChk170_8162 at time 2003457299 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003457299 ps, Ref Event Time Stamp: 2003457200 ps, Data Event Time Stamp: 2003457299 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[98].Firstff/TChk170_8162 at time 2003457299 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2003457299 ps, Data Event Time Stamp: 2002371299 ps, Ref Event Time Stamp: 2003457200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[98].Firstff/TChk170_8162 at time 2003457299 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003457299 ps, Ref Event Time Stamp: 2003457200 ps, Data Event Time Stamp: 2003457299 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[91].Firstff/TChk170_8162 at time 2003457300 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2003457300 ps, Data Event Time Stamp: 2002371300 ps, Ref Event Time Stamp: 2003457200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[91].Firstff/TChk170_8162 at time 2003457300 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003457300 ps, Ref Event Time Stamp: 2003457200 ps, Data Event Time Stamp: 2003457300 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[100].Firstff/TChk170_8162 at time 2003457397 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2003457397 ps, Data Event Time Stamp: 2002371397 ps, Ref Event Time Stamp: 2003457200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[100].Firstff/TChk170_8162 at time 2003457397 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003457397 ps, Ref Event Time Stamp: 2003457200 ps, Data Event Time Stamp: 2003457397 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[101].Firstff/TChk170_8162 at time 2003457397 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2003457397 ps, Data Event Time Stamp: 2002371397 ps, Ref Event Time Stamp: 2003457200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[101].Firstff/TChk170_8162 at time 2003457397 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003457397 ps, Ref Event Time Stamp: 2003457200 ps, Data Event Time Stamp: 2003457397 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[102].Firstff/TChk170_8162 at time 2003457397 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2003457397 ps, Data Event Time Stamp: 2002371397 ps, Ref Event Time Stamp: 2003457200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[102].Firstff/TChk170_8162 at time 2003457397 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003457397 ps, Ref Event Time Stamp: 2003457200 ps, Data Event Time Stamp: 2003457397 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[92].Firstff/TChk168_8160 at time 2003472201 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003472201 ps, Ref Event Time Stamp: 2003472200 ps, Data Event Time Stamp: 2003472201 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[93].Firstff/TChk168_8160 at time 2003472201 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003472201 ps, Ref Event Time Stamp: 2003472200 ps, Data Event Time Stamp: 2003472201 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[94].Firstff/TChk168_8160 at time 2003472201 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003472201 ps, Ref Event Time Stamp: 2003472200 ps, Data Event Time Stamp: 2003472201 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[87].Firstff/TChk168_8160 at time 2003472202 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003472202 ps, Ref Event Time Stamp: 2003472200 ps, Data Event Time Stamp: 2003472202 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[96].Firstff/TChk168_8160 at time 2003472299 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2003472299 ps, Data Event Time Stamp: 2002386299 ps, Ref Event Time Stamp: 2003472200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[96].Firstff/TChk168_8160 at time 2003472299 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003472299 ps, Ref Event Time Stamp: 2003472200 ps, Data Event Time Stamp: 2003472299 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[97].Firstff/TChk168_8160 at time 2003472299 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2003472299 ps, Data Event Time Stamp: 2002386299 ps, Ref Event Time Stamp: 2003472200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[97].Firstff/TChk168_8160 at time 2003472299 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003472299 ps, Ref Event Time Stamp: 2003472200 ps, Data Event Time Stamp: 2003472299 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[98].Firstff/TChk168_8160 at time 2003472299 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2003472299 ps, Data Event Time Stamp: 2002386299 ps, Ref Event Time Stamp: 2003472200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[98].Firstff/TChk168_8160 at time 2003472299 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003472299 ps, Ref Event Time Stamp: 2003472200 ps, Data Event Time Stamp: 2003472299 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[91].Firstff/TChk168_8160 at time 2003472300 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2003472300 ps, Data Event Time Stamp: 2002386300 ps, Ref Event Time Stamp: 2003472200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[91].Firstff/TChk168_8160 at time 2003472300 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003472300 ps, Ref Event Time Stamp: 2003472200 ps, Data Event Time Stamp: 2003472300 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[100].Firstff/TChk168_8160 at time 2003472397 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2003472397 ps, Data Event Time Stamp: 2002386397 ps, Ref Event Time Stamp: 2003472200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[100].Firstff/TChk168_8160 at time 2003472397 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003472397 ps, Ref Event Time Stamp: 2003472200 ps, Data Event Time Stamp: 2003472397 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[101].Firstff/TChk168_8160 at time 2003472397 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2003472397 ps, Data Event Time Stamp: 2002386397 ps, Ref Event Time Stamp: 2003472200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[101].Firstff/TChk168_8160 at time 2003472397 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003472397 ps, Ref Event Time Stamp: 2003472200 ps, Data Event Time Stamp: 2003472397 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[102].Firstff/TChk168_8160 at time 2003472397 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2003472397 ps, Data Event Time Stamp: 2002386397 ps, Ref Event Time Stamp: 2003472200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[102].Firstff/TChk168_8160 at time 2003472397 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2003472397 ps, Ref Event Time Stamp: 2003472200 ps, Data Event Time Stamp: 2003472397 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[52].Firstff/TChk170_8162 at time 2004542221 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2004542221 ps, Ref Event Time Stamp: 2004542200 ps, Data Event Time Stamp: 2004542221 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[53].Firstff/TChk170_8162 at time 2004542221 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2004542221 ps, Ref Event Time Stamp: 2004542200 ps, Data Event Time Stamp: 2004542221 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[54].Firstff/TChk170_8162 at time 2004542221 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2004542221 ps, Ref Event Time Stamp: 2004542200 ps, Data Event Time Stamp: 2004542221 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[47].Firstff/TChk170_8162 at time 2004542222 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2004542222 ps, Ref Event Time Stamp: 2004542200 ps, Data Event Time Stamp: 2004542222 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[56].Firstff/TChk170_8162 at time 2004542319 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2004542319 ps, Data Event Time Stamp: 2003456319 ps, Ref Event Time Stamp: 2004542200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[56].Firstff/TChk170_8162 at time 2004542319 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2004542319 ps, Ref Event Time Stamp: 2004542200 ps, Data Event Time Stamp: 2004542319 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[57].Firstff/TChk170_8162 at time 2004542319 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2004542319 ps, Data Event Time Stamp: 2003456319 ps, Ref Event Time Stamp: 2004542200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[57].Firstff/TChk170_8162 at time 2004542319 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2004542319 ps, Ref Event Time Stamp: 2004542200 ps, Data Event Time Stamp: 2004542319 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[58].Firstff/TChk170_8162 at time 2004542319 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2004542319 ps, Data Event Time Stamp: 2003456319 ps, Ref Event Time Stamp: 2004542200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[58].Firstff/TChk170_8162 at time 2004542319 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2004542319 ps, Ref Event Time Stamp: 2004542200 ps, Data Event Time Stamp: 2004542319 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[51].Firstff/TChk170_8162 at time 2004542320 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $setup violation detected. Time: 2004542320 ps, Data Event Time Stamp: 2003456320 ps, Ref Event Time Stamp: 2004542200 ps, Limit: -45 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 170: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[51].Firstff/TChk170_8162 at time 2004542320 ps $setuphold (posedge C,posedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2004542320 ps, Ref Event Time Stamp: 2004542200 ps, Data Event Time Stamp: 2004542320 ps, Limit: 198 ps
WARNING: "C:/Xilinx/Vivado/2023.2/data/verilog/src/unisims/FDCE.v" Line 168: Timing violation in scope /top_tb/u_top/u_tdc/u_FineDelay/genblk2[52].Firstff/TChk168_8160 at time 2004557221 ps $setuphold (posedge C,negedge D,(0:0:0),(0:0:0),notifier,in_clk_enable_p,in_clk_enable_p,C_dly,D_dly)  $hold violation detected. Time: 2004557221 ps, Ref Event Time Stamp: 2004557200 ps, Data Event Time Stamp: 2004557221 ps, Limit: 198 ps
